"","Dune_Crest_Elevation","Lowest_Recent_Dune_Crest_Elevation","Island_Interior_Width","Narrowest_Recent_Island_Interior_Width","Beach_Width","Change_in_Dune_Crest_Elevation","Change_in_Island_Interior_Width","Change_in_Beach_Width","Shrub_Presence","Island_Name","Year","Transect_Number"
"Cobb 2017 44",1.07022245,1.07022245,-67.837675,-67.837675,-16.1579441465774,-1.24133596,-96.9034809242042,52.837675,"Non-shrub","Cobb",2017,44
"Cobb 2017 45",1.29103073,1.29103073,-91.911824,-91.911824,-18.4699237120566,-0.87852973,-113.150170242149,75.911824,"Non-shrub","Cobb",2017,45
"Cobb 2017 46",1.47474368,1.47474368,-22.837675,-22.837675,-16.813462812404,-0.64652502,-581.122724828055,27.837675,"Non-shrub","Cobb",2017,46
"Cobb 2017 47",1.57662034,1.46812489,24.156313,24.156313,-16.9594406059413,-0.51035496,-45.4167085362972,27.843687,"Non-shrub","Cobb",2017,47
"Cobb 2017 48",1.44700162,1.36451177,80.170341,80.170341,-12.9092563975872,-0.71761019,-20.4880386660226,13.829659,"Non-shrub","Cobb",2017,48
"Cobb 2017 49",1.6709299,1.6709299,98.146293,98.146293,-16.3470704466289,-0.41513734,-15.9268811017856,24.853707,"Non-shrub","Cobb",2017,49
"Cobb 2017 50",1.47222481,1.47222481,56.140281,56.140281,-16.7832851218598,-0.49730981,-35.4318286182284,33.859719,"Non-shrub","Cobb",2017,50
"Cobb 2017 51",1.54047476,1.54047476,45.130261,45.130261,-18.3357583571669,-0.60960131,-1.93074840952802,20.869739,"Non-shrub","Cobb",2017,51
"Cobb 2017 52",1.60985069,1.60985069,62.106212,62.106212,-17.7329096123947,-0.20274909,-10.4965839558018,25.893788,"Non-shrub","Cobb",2017,52
"Cobb 2017 53",1.65571028,1.56885554,109.072144,109.072144,-16.8254303209029,-0.37897207,-23.4520440301786,28.927856,"Non-shrub","Cobb",2017,53
"Cobb 2017 54",1.61319585,1.61319585,60.06012,60.06012,-17.9554505037911,-0.28410022,77.5021042300777,25.93988,"Non-shrub","Cobb",2017,54
"Cobb 2017 55",1.59939935,1.59939935,84.054108,84.054108,-17.3028934830849,-0.3745902,-8.3127956736994,32.945892,"Non-shrub","Cobb",2017,55
"Cobb 2017 56",1.7137946,1.63818539,69.044088,69.044088,-17.4148941841237,-0.26229561,-27.8375562228848,27.955912,"Non-shrub","Cobb",2017,56
"Cobb 2017 57",1.66067172,1.65977213,81.022044,81.022044,-18.3679953994102,-0.37325733,-21.8860815188317,29.977956,"Non-shrub","Cobb",2017,57
"Cobb 2017 58",1.67332187,1.30556617,72,72,-17.3474760363404,0.14094206,-24.4636499637425,29,"Non-shrub","Cobb",2017,58
"Cobb 2017 59",1.69134426,1.37292875,40.995992,40.995992,-15.8392961927853,-0.8605793,-24.4817685875256,28.004008,"Non-shrub","Cobb",2017,59
"Cobb 2017 60",1.49701269,1.35642892,69.008016,69.008016,-18.2161566866933,-0.22544589,-20.0673407913939,22.991984,"Non-shrub","Cobb",2017,60
"Cobb 2017 61",1.45401855,1.40583131,47.991984,47.991984,-17.7265997923593,-0.56086429,-21.7041768643386,27.008016,"Non-shrub","Cobb",2017,61
"Cobb 2017 62",1.43128528,1.17660369,58.96994,58.96994,-18.8036264704169,-0.34351748,-22.5645715800402,26.03006,"Non-shrub","Cobb",2017,62
"Cobb 2017 63",1.44814147,1.17285642,28.933868,28.933868,-18.9043697678001,-0.28694257,-24.5686744608875,26.066132,"Non-shrub","Cobb",2017,63
"Cobb 2017 64",1.33246375,1.17706465,13.873747,13.873747,-18.9501281270074,-0.26721279,-30.7542234565055,33.126253,"Non-shrub","Cobb",2017,64
"Cobb 2017 65",1.28458149,1.28458149,-52.240481,-52.240481,-17.8731895874822,-0.31152976,-38.945673609218,25.240481,"Non-shrub","Cobb",2017,65
"Hog 2017 1",2.49271911,2.09711738,315.067061,315.067061,-5.21617158402784,0.16813936,-4.5778655640552,293.932939,"Non-shrub","Hog",2017,1
"Hog 2017 2",2.30949928,1.80911707,322.639053,276.287968,-4.97646560676186,-0.31376362,1.75801402209803,262.360947,"Non-shrub","Hog",2017,2
"Hog 2017 3",2.28255643,2.25777171,271.404339,270.418146,-6.43325157015141,-0.25264799,-0.469659333063066,226.595661,"Non-shrub","Hog",2017,3
"Hog 2017 4",2.67220294,2.57462222,336.349112,330.915187,-5.34168656872515,-0.67059647,0.273681656885293,208.650888,"Shrub","Hog",2017,4
"Hog 2017 5",3.07167235,2.8641112,363.238659,325.763314,-5.45870103700602,-0.0413022700000001,1.91730945901825,191.761341,"Shrub","Hog",2017,5
"Hog 2017 6",3.42071835,3.21018412,229.487179,229.487179,-4.71687276550589,0.21053423,-2.0968731972881,220.512821,"Non-shrub","Hog",2017,6
"Hog 2017 7",2.80005329,2.71778626,251.976331,251.976331,-3.96315537730106,0.0822670300000001,-0.160856499550327,167.023669,"Non-shrub","Hog",2017,7
"Hog 2017 8",4.05209615,2.54446388,249.280079,249.280079,-5.77260294428871,-0.21391864,-2.10249139910004,193.719921,"Shrub","Hog",2017,8
"Hog 2017 9",3.44959809,3.04440517,260.934911,260.934911,-4.1268365589316,-0.81138256,-4.1758723208551,154.065089,"Shrub","Hog",2017,9
"Hog 2017 10",3.00016345,2.68055692,359.741617,359.741617,-6.31083141847401,0.31960653,-0.677141139343005,137.258383,"Shrub","Hog",2017,10
"Hog 2017 11",3.62022577,2.8939554,320.059172,320.059172,-3.4245216191809,0.35202706,-1.8074296885931,157.940828,"Shrub","Hog",2017,11
"Hog 2017 12",3.86039805,2.86155399,303.086785,303.086785,-0.246345554426633,0.887152,-1.89712209800869,160.913215,"Shrub","Hog",2017,12
"Hog 2017 13",3.35694179,2.85091335,340.783037,340.783037,-5.53467448174851,0.50602844,-1.22760457555828,138.216963,"Shrub","Hog",2017,13
"Hog 2017 14",2.84335416,2.84335416,375.092702,338.60355,-5.31352561011378,-0.0999121199999999,1.35197617303201,88.907298,"Shrub","Hog",2017,14
"Hog 2017 15",3.23816563,3.00182531,319.755424,319.755424,-6.78390797430095,0.23634032,-0.893374914882645,140.244576,"Shrub","Hog",2017,15
"Hog 2017 16",2.43020364,2.43020364,358.871795,310.548323,-5.2679765839099,-0.49721382,1.74696086668039,74.128205,"Shrub","Hog",2017,16
"Hog 2017 17",2.97643606,2.71226089,303.424063,303.424063,-3.23604136574858,0.26417517,-3.17533399774078,114.575937,"Shrub","Hog",2017,17
"Hog 2017 18",2.52047576,2.52047576,357.885602,319.424063,-2.35888417057574,-0.80411445,0.330103521675563,80.114398,"Shrub","Hog",2017,18
"Hog 2017 19",2.50338069,2.50338069,413.816568,367.465483,-6.57606132905893,-0.64168765,1.40037788090227,76.183432,"Shrub","Hog",2017,19
"Hog 2017 20",2.37749024,2.37749024,396.830375,357.382643,-3.49664686900165,-0.91669624,0.383992178581483,75.169625,"Shrub","Hog",2017,20
"Hog 2017 21",2.4133017,2.4133017,405.857988,370.35503,-7.12980305525502,-0.51976335,-0.586940872128081,83.142012,"Shrub","Hog",2017,21
"Hog 2017 22",2.45074806,2.45074806,397.816568,318.921105,-2.77186808183399,-0.64769809,-0.0865615072822821,76.183432,"Shrub","Hog",2017,22
"Hog 2017 23",2.22205002,2.22205002,375.899408,329.548323,-3.91870155589604,-0.91712124,0.134973117316129,78.100592,"Shrub","Hog",2017,23
"Hog 2017 24",2.53896194,2.53896194,430.844181,385.47929,-7.57383467243621,-0.20820536,0.863685080610486,75.155819,"Shrub","Hog",2017,24
"Hog 2017 25",3.02933996,2.87335201,410.899408,381.313609,-3.8165067048953,0.000734670000000381,-1.06403697159501,81.100592,"Shrub","Hog",2017,25
"Hog 2017 26",2.51973559,2.51973559,423.954635,400.285996,-7.35870813345178,-0.51557672,-0.523400952456049,85.045365,"Shrub","Hog",2017,26
"Hog 2017 27",3.30111696,3.12341848,366.52071,366.52071,-6.94793641607873,0.17769848,-2.00944620597484,123.47929,"Shrub","Hog",2017,27
"Hog 2017 28",3.62445382,3.01301781,388.465483,388.465483,-5.92993548206433,0.61143601,-1.70668865656118,114.534517,"Shrub","Hog",2017,28
"Hog 2017 29",3.48206532,2.93085785,473.451677,473.451677,-6.83736614155969,0.55120747,-0.839867381459018,115.548323,"Shrub","Hog",2017,29
"Hog 2017 30",2.85128124,2.85128124,404.134122,355.810651,-0.567601809907483,-0.17260528,2.263538713835,90.865878,"Shrub","Hog",2017,30
"Hog 2017 31",2.88388123,2.88388123,337.023669,310.39645,-2.47648082281114,-0.0839477899999999,-3.50143615272836,81.976331,"Shrub","Hog",2017,31
"Hog 2017 32",3.20727393,2.8086374,460.258383,444.47929,0.472625313135675,0.39863653,0.591669599124254,100.741617,"Shrub","Hog",2017,32
"Hog 2017 33",2.76289135,2.67952745,286.954635,265.258383,1.07077837502546,0.0833638999999997,0.696876153352964,78.045365,"Shrub","Hog",2017,33
"Hog 2017 34",3.20262574,2.59079304,237.299803,237.299803,-0.470926200520879,0.6118327,-0.810150382322975,100.700197,"Shrub","Hog",2017,34
"Hog 2017 35",2.89494821,2.56956408,264.203156,230.672584,4.74128450571853,0.32538413,2.42266704163971,101.796844,"Shrub","Hog",2017,35
"Hog 2017 36",2.89728327,2.59477003,286.189349,286.189349,1.6776784236057,0.30251324,-0.580699236825651,102.810651,"Shrub","Hog",2017,36
"Hog 2017 37",3.05320995,2.56045905,345.134122,345.134122,-1.36001491565683,0.4927509,-0.25676953044066,84.865878,"Shrub","Hog",2017,37
"Hog 2017 38",3.22318836,2.60771626,363.175542,342.465483,-4.01619047294811,0.6154721,1.00789033387052,98.824458,"Shrub","Hog",2017,38
"Hog 2017 39",3.29478678,2.51897158,316.203156,303.451677,-6.51868030976366,0.7758152,0.700357474050144,93.796844,"Shrub","Hog",2017,39
"Hog 2017 40",2.88865525,2.61429451,317.493097,317.493097,-5.21050619245281,0.27436074,-1.65429071497127,104.506903,"Shrub","Hog",2017,40
"Hog 2017 41",3.08002626,2.59116138,378.39645,378.39645,-6.80604277842164,0.48886488,-1.37510619338749,106.60355,"Shrub","Hog",2017,41
"Hog 2017 42",3.35478365,2.52519079,316.313609,316.313609,-4.05741477574822,0.82959286,-2.08523135647347,100.686391,"Shrub","Hog",2017,42
"Hog 2017 43",3.26382734,2.56435022,317.368836,317.368836,-5.00295691476497,0.69947712,-0.312735693772243,104.631164,"Shrub","Hog",2017,43
"Hog 2017 44",3.74872744,2.53176475,265.35503,265.35503,-5.11668572918972,1.21696269,-0.259278988972476,98.64497,"Shrub","Hog",2017,44
"Hog 2017 45",2.65352087,2.58059323,290.161736,265.506903,-7.97799344628462,0.0729276400000001,1.54765800320203,82.838264,"Shrub","Hog",2017,45
"Hog 2017 46",3.19490346,2.51179475,263.39645,260.451677,-7.44201054035394,0.68310871,0.188440138168122,96.60355,"Shrub","Hog",2017,46
"Hog 2017 47",3.14565149,2.53986201,262.39645,254.506903,-6.96306893777104,0.60578948,0.516655730944946,90.60355,"Shrub","Hog",2017,47
"Hog 2017 48",3.28715591,2.7032565,247.424063,247.424063,-7.25232731757095,0.58389941,-1.4175267137131,88.575937,"Shrub","Hog",2017,48
"Hog 2017 49",3.23503465,2.66235546,269.47929,269.47929,-3.01149207254295,0.57267919,-1.77110111828361,90.52071,"Shrub","Hog",2017,49
"Hog 2017 50",3.20558866,2.77162925,233.410256,233.410256,-6.01221273751966,0.43395941,-1.8442392476438,85.589744,"Shrub","Hog",2017,50
"Hog 2017 51",3.34523362,2.71694203,295.382643,288.52071,-4.45692020006409,0.62829159,0.396385930146922,93.617357,"Shrub","Hog",2017,51
"Hog 2017 52",3.15030723,2.59917926,279.506903,278.52071,-3.31624422871678,0.55112797,-0.243947678023023,100.493097,"Shrub","Hog",2017,52
"Hog 2017 53",3.7489678,2.78054012,301.548323,295.672584,1.97443458007391,0.96842768,0.331207520185008,100.451677,"Shrub","Hog",2017,53
"Hog 2017 54",3.2823962,2.83979115,291.824458,291.824458,0.861396888243542,0.44260505,-1.21557688425674,117.175542,"Shrub","Hog",2017,54
"Hog 2017 55",3.16959524,2.81605611,258.64497,258.64497,0.85974269027933,0.35353913,-0.452666087021016,99.35503,"Shrub","Hog",2017,55
"Hog 2017 56",3.36219335,2.52958428,210.672584,210.672584,-0.711046898463846,0.83260907,-1.51436484246597,102.327416,"Shrub","Hog",2017,56
"Hog 2017 57",3.41028241,2.46477442,266.64497,266.64497,-1.5607616379816,0.94550799,-1.83755541305177,97.35503,"Shrub","Hog",2017,57
"Hog 2017 58",3.59646101,2.52104828,330.658777,329.672584,1.95454570138707,1.07541273,-1.47235560135818,100.341223,"Shrub","Hog",2017,58
"Hog 2017 59",3.39467428,2.6456015,319.700197,318.714004,4.91308171706094,0.74907278,-2.96003896421857,98.299803,"Shrub","Hog",2017,59
"Hog 2017 60",3.31112605,2.6335017,344.755424,344.755424,3.17370235238159,0.67762435,-0.285743753466981,100.244576,"Shrub","Hog",2017,60
"Hog 2017 61",3.17233055,2.66153673,335.769231,335.769231,5.11190609222777,0.51079382,-1.11301759130124,99.230769,"Shrub","Hog",2017,61
"Hog 2017 62",3.22984007,2.61223215,329.755424,329.755424,1.07006284226599,0.61760792,-1.64044047095252,96.244576,"Shrub","Hog",2017,62
"Hog 2017 63",3.22668755,2.73821005,331.700197,329.727811,4.74126440238192,0.4884775,-1.34057298756829,84.299803,"Shrub","Hog",2017,63
"Hog 2017 64",3.49397107,2.58040856,389.714004,389.714004,2.37274702218249,0.91356251,-1.40890205726951,86.285996,"Shrub","Hog",2017,64
"Hog 2017 65",3.32813715,2.8110764,414.755424,414.755424,7.35214862187992,0.51706075,-0.368315558420988,87.244576,"Shrub","Hog",2017,65
"Hog 2017 66",3.16480426,2.55777843,438.810651,437.824458,10.8647694110408,0.60702583,-0.126609556230824,90.189349,"Shrub","Hog",2017,66
"Hog 2017 67",3.19404151,2.51860649,425.893491,425.893491,20.4789448685687,0.67543502,-1.26611891921052,86.106509,"Shrub","Hog",2017,67
"Hog 2017 68",3.16754461,2.44505337,424.921105,424.921105,25.207900873899,0.72249124,-1.9104606596678,87.078895,"Shrub","Hog",2017,68
"Hog 2017 69",3.24038354,2.42317258,426.990138,426.990138,19.6454205126302,0.81721096,-0.601469043274911,91.009862,"Shrub","Hog",2017,69
"Hog 2017 70",3.13559385,2.19742982,398.017751,398.017751,12.954728292,0.93816403,-1.31216521764675,89.982249,"Shrub","Hog",2017,70
"Hog 2017 71",2.74753624,2.26656679,506.893491,493.086785,10.8183718825925,0.48096945,0.262573006789014,83.106509,"Shrub","Hog",2017,71
"Hog 2017 72",3.95565594,2.21919025,416.114398,416.114398,5.38533249091028,1.73646569,-1.2935645422569,101.885602,"Shrub","Hog",2017,72
"Hog 2017 73",3.32845991,2.08578343,443.169625,443.169625,-6.54879571960049,1.24267648,-2.10634639699042,106.830375,"Shrub","Hog",2017,73
"Hog 2017 74",3.28627755,1.83189789,472.252465,472.252465,-14.4300149990759,1.45437966,-1.15040853731352,110.747535,"Shrub","Hog",2017,74
"Hog 2017 75",3.23684916,2.04929535,464.321499,464.321499,-12.5375434205196,1.18755381,-0.919879746077939,110.678501,"Shrub","Hog",2017,75
"Hog 2017 76",3.33808785,1.94608986,492.376726,492.376726,-12.5758585449377,1.39199799,-1.01872851239736,106.623274,"Shrub","Hog",2017,76
"Hog 2017 77",2.62778591,1.88422921,521.948718,486.445759,-12.2890508664272,0.7435567,0.110823704393109,76.051282,"Shrub","Hog",2017,77
"Hog 2017 78",2.65072985,1.60754777,655.990138,647.69428,-10.5457869910315,1.04318208,0.213471547100896,81.009862,"Shrub","Hog",2017,78
"Hog 2017 79",3.01657142,2.39330975,623.473373,601.77712,-4.81666753026754,0.62326167,0.600893926752595,112.526627,"Shrub","Hog",2017,79
"Hog 2017 80",2.54267212,1.5534873,565.211045,565.211045,-8.78645577067136,0.98918482,-0.439372897542453,84.788955,"Shrub","Hog",2017,80
"Hog 2017 81",2.29540437,1.48576838,566.197239,535.69428,-6.20316143885214,0.80963599,0.949016386734618,80.802761,"Shrub","Hog",2017,81
"Hog 2017 82",2.11569362,1.67650744,527.238659,527.238659,-1.65270763477366,0.43918618,-0.0148259998145526,77.761341,"Shrub","Hog",2017,82
"Hog 2017 83",2.10532666,1.29018318,547.169625,528.65286,0.100988965105099,0.60901512,0.583772023857019,74.830375,"Shrub","Hog",2017,83
"Hog 2017 84",2.47986908,2.01576937,615.962525,579.473373,-6.38558129571279,0.46409971,0.0938135709646437,61.037475,"Shrub","Hog",2017,84
"Hog 2017 85",2.84562979,2.30003441,652.390533,640.625247,7.54133836485184,0.54559538,0.306088623447588,87.609467,"Shrub","Hog",2017,85
"Hog 2017 86",2.2910176,2.00929395,689.907298,650.459566,-1.57268783362434,0.28172365,1.01076567148219,39.092702,"Shrub","Hog",2017,86
"Hog 2017 87",2.80325038,2.07672579,631.100592,631.100592,-8.560016764059,0.72652459,-0.262442568003636,45.899408,"Shrub","Hog",2017,87
"Hog 2017 88",2.86280014,1.94912553,680.183432,680.183432,1.05836493103299,0.91367461,-0.19440773433097,53.816568,"Shrub","Hog",2017,88
"Hog 2017 89",2.8269278,2.14201873,737.059172,737.059172,12.5443464028606,0.68490907,-0.817141911499543,44.940828,"Shrub","Hog",2017,89
"Hog 2017 90",2.39212555,2.14865572,758.072978,758.072978,32.6204829797618,0.24346983,-1.51589334101336,38.927022,"Shrub","Hog",2017,90
"Hog 2017 91",1.99148945,1.78696408,784.197239,784.197239,20.4586079371781,-0.43990841,-0.743172224802883,41.802761,"Shrub","Hog",2017,91
"Hog 2017 92",2.4372904,2.30751914,821.390533,821.390533,8.17755201955467,0.12977126,-0.708901875180281,66.609467,"Shrub","Hog",2017,92
"Hog 2017 93",2.82443782,2.41310202,832.280079,832.280079,14.3018844633307,0.35463727,-0.598749500854605,57.719921,"Shrub","Hog",2017,93
"Hog 2017 94",2.11007282,2.10409248,909.335306,909.335306,3.6742275046243,-0.54013445,-0.239934264174773,61.664694,"Shrub","Hog",2017,94
"Hog 2017 95",2.61738067,2.09234846,902.86785,902.86785,2.11501672524749,-0.36934238,-2.90840126584291,175.13215,"Shrub","Hog",2017,95
"Hog 2017 96",2.38656251,2.26925414,1037.266272,1037.266272,-3.43267552891719,-0.14744302,-1.66472400739815,78.733728,"Shrub","Hog",2017,96
"Hog 2017 97",2.00511669,1.92620185,1045.155819,1045.155819,-5.43773989156686,-1.07282757,-2.25164199809086,87.844181,"Shrub","Hog",2017,97
"Hog 2017 98",2.3213755,2.15133136,1043.100592,1043.100592,-7.13555178383402,-0.10506066,-2.29598518694745,101.899408,"Shrub","Hog",2017,98
"Hog 2017 99",2.67053407,2.20468119,1117.990138,1117.990138,-3.69335835867958,0.46531592,-0.782226454359388,105.009862,"Shrub","Hog",2017,99
"Hog 2017 100",2.45064152,2.00787699,1015.017751,1015.017751,0.458820063254913,-0.3430471,-0.900190447065454,115.982249,"Shrub","Hog",2017,100
"Hog 2017 101",2.39941703,2.39941703,1114.741617,1113.755424,-6.92380458115489,-0.2769256,-1.833427556613,90.258383,"Shrub","Hog",2017,101
"Hog 2017 102",2.6998148,2.53092774,1149.451677,1149.451677,-6.7970999121567,0.16888706,-1.79920719896701,66.548323,"Shrub","Hog",2017,102
"Hog 2017 103",2.36363698,2.34179513,1157.816568,1157.816568,-3.161918360067,0.0218418499999999,-0.380185195564265,17.183432,"Shrub","Hog",2017,103
"Parramore 2017 8",2.88226631,0.523293421,164.714286,164.714286,-2.5557300941121,1.51736736,-4.32946623133653,145.285714,"Shrub","Parramore",2017,8
"Parramore 2017 9",1.66086552,1.60864133,182.066398,165.16499,4.94317140188132,-0.0554726800000001,-0.733219967772128,118.933602,"Shrub","Parramore",2017,9
"Parramore 2017 10",2.49081172,1.49211928,117.28169,109.434608,2.04890862225197,0.99869244,-7.25908496197017,136.71831,"Shrub","Parramore",2017,10
"Parramore 2017 11",2.45838965,1.88731527,113.092555,108.263581,12.9850781299936,0.57107438,-5.07180904547178,123.907445,"Non-shrub","Parramore",2017,11
"Parramore 2017 12",2.06583749,1.76484618,69.092555,69.092555,12.277040584299,0.30099131,-9.48704120434716,125.907445,"Non-shrub","Parramore",2017,12
"Parramore 2017 13",2.2374522,1.70190353,32.434608,32.434608,12.6520078070777,0.53554867,-10.4847368547769,133.565392,"Non-shrub","Parramore",2017,13
"Parramore 2017 14",2.23959859,1.71419454,49.641851,49.641851,12.5875555517373,0.52540405,-12.5190803787207,141.358149,"Non-shrub","Parramore",2017,14
"Parramore 2017 15",2.54987835,1.79184746,84.28169,84.28169,11.8758825080358,0.75803089,-12.4696405052358,125.71831,"Non-shrub","Parramore",2017,15
"Parramore 2017 16",1.86259584,1.22662435,254.263581,254.263581,2.9905166451011,0.18958746,-5.44918229264144,123.736419,"Non-shrub","Parramore",2017,16
"Parramore 2017 17",1.66322223,1.17307888,100.056338,23.841046,1.42945161208639,0.35179829,-3.43695514909446,119.943662,"Non-shrub","Parramore",2017,17
"Parramore 2017 18",1.53038825,0.516644936,101.317907,45.201207,0.209277606888401,1.013743314,-3.93034933234444,113.682093,"Non-shrub","Parramore",2017,18
"Parramore 2017 19",1.69087114,1.15957381,92.317907,85.895372,5.11471146703481,0.53129733,-5.91867071159334,113.682093,"Non-shrub","Parramore",2017,19
"Parramore 2017 20",1.6475495,1.05657098,111.092555,111.092555,6.49233083503775,0.59097852,-5.39290234563621,109.907445,"Non-shrub","Parramore",2017,20
"Parramore 2017 21",1.66099877,1.03592675,109.056338,70.579477,8.28733353329847,0.62507202,-1.63328480392522,118.943662,"Non-shrub","Parramore",2017,21
"Parramore 2017 22",1.89360455,1.32827624,50.074447,50.074447,5.03105559549011,0.51917936,-1.59733572370019,105.925553,"Non-shrub","Parramore",2017,22
"Parramore 2017 23",1.82916065,1.37755965,44.317907,29.571429,6.31585414520318,0.28681858,8.31121936424964,103.682093,"Non-shrub","Parramore",2017,23
"Parramore 2017 24",1.65294994,1.2142185,115.201207,33.193159,8.22457032664762,-0.0837537899999998,41.1771835274853,104.798793,"Non-shrub","Parramore",2017,24
"Parramore 2017 25",1.76605785,1.20751455,104.012072,70.93159,14.904739776194,0.5585433,7.77286067697998,91.987928,"Non-shrub","Parramore",2017,25
"Parramore 2017 26",1.7316757,1.31964185,83.16499,75.724346,17.7892868485541,0.33061347,1.63766001139624,95.83501,"Non-shrub","Parramore",2017,26
"Parramore 2017 27",1.62406222,1.45659733,111.201207,96.110664,18.1566158659399,-0.0310831300000001,2.6148511254798,94.798793,"Non-shrub","Parramore",2017,27
"Parramore 2017 28",2.28225285,1.67006276,31.605634,31.002012,15.6993958158989,0.5729727,-10.7169370538162,128.394366,"Non-shrub","Parramore",2017,28
"Parramore 2017 29",2.37990208,1.72439323,30.678068,16.191147,12.2026063780558,0.63652694,-3.73386270785301,114.321932,"Non-shrub","Parramore",2017,29
"Parramore 2017 30",1.96339878,1.25169753,59.696177,56.074447,17.9949748201811,0.35070443,-0.708384330929398,110.303823,"Non-shrub","Parramore",2017,30
"Parramore 2017 31",1.86072025,1.33688617,67.507042,58.193159,23.6400969730455,0.26116742,2.6675194473174,100.492958,"Non-shrub","Parramore",2017,31
"Parramore 2017 32",2.45921105,1.79734534,30.696177,27.678068,18.7196890814699,0.66186571,-9.87825715888787,97.303823,"Non-shrub","Parramore",2017,32
"Parramore 2017 33",2.59925585,1.76045989,50.678068,50.678068,24.8915556659415,0.83879596,-3.33682636860765,113.321932,"Non-shrub","Parramore",2017,33
"Parramore 2017 34",1.8899309,1.25388969,70.263581,67.985915,21.2035287487781,0.21893215,0.558367126484945,112.736419,"Non-shrub","Parramore",2017,34
"Parramore 2017 35",3.25253219,1.62583072,54.038229,54.038229,24.6970457555245,1.62670147,-3.64357565145087,105.961771,"Non-shrub","Parramore",2017,35
"Parramore 2017 36",1.91303296,1.31186143,85.488934,33.193159,24.6836088388572,0.19198075,26.2583097318336,97.511066,"Non-shrub","Parramore",2017,36
"Parramore 2017 37",2.35457794,1.70760678,37.28169,22.191147,24.4336935676957,0.64083636,1.39595655500382,109.71831,"Non-shrub","Parramore",2017,37
"Parramore 2017 38",1.90264147,1.50182956,38.65996,38.65996,20.5634400088151,0.20713623,-1.17400401291636,111.34004,"Non-shrub","Parramore",2017,38
"Parramore 2017 39",2.53392063,1.49743274,45.056338,45.056338,31.8353401865661,0.92987682,-4.51135574210249,114.943662,"Non-shrub","Parramore",2017,39
"Parramore 2017 40",2.23496202,1.57071522,30.056338,30.056338,30.4068778934882,0.58688335,-10.8138605384285,108.943662,"Non-shrub","Parramore",2017,40
"Parramore 2017 41",2.14436242,1.71850118,54.470825,42.39839,19.9333002387397,0.41973561,-8.57353826303918,107.529175,"Non-shrub","Parramore",2017,41
"Parramore 2017 42",1.99739686,1.23882035,97.191147,33.193159,32.4275677765854,0.23495561,32.1341253881058,125.808853,"Non-shrub","Parramore",2017,42
"Parramore 2017 43",2.24105826,1.22310591,63.470825,62.263581,22.7065188590635,0.49612415,-0.440315626777143,107.529175,"Non-shrub","Parramore",2017,43
"Parramore 2017 44",2.10031641,1.57693324,26.732394,26.732394,25.925883045523,0.33873962,-13.5469646305575,106.267606,"Non-shrub","Parramore",2017,44
"Parramore 2017 45",2.15268497,1.67232965,15.732394,15.732394,19.6116371509344,0.33632022,-16.1567647067548,104.267606,"Non-shrub","Parramore",2017,45
"Parramore 2017 46",1.81629187,1.81629187,40.54326,40.54326,22.9839485850496,-0.20719061,-8.95522383801429,107.45674,"Non-shrub","Parramore",2017,46
"Parramore 2017 47",2.42084,1.74503672,342.525151,342.525151,21.3205480446585,0.54651698,-10.6576479327029,108.474849,"Shrub","Parramore",2017,47
"Parramore 2017 48",2.24568169,1.86525654,278.732394,278.732394,25.6527230027514,0.38042515,-15.8027384934383,101.267606,"Shrub","Parramore",2017,48
"Parramore 2017 49",2.10434319,1.53960992,165.317907,165.317907,26.0986168543872,0.24098612,-7.28180071349069,103.682093,"Shrub","Parramore",2017,49
"Parramore 2017 50",2.22376602,1.86763395,50.921529,50.921529,23.9969191189711,0.35613207,-10.7801270053314,100.078471,"Non-shrub","Parramore",2017,50
"Parramore 2017 51",1.91851473,1.66201387,162.714286,162.714286,20.8690997841096,0.17337814,-4.17948286416879,102.285714,"Non-shrub","Parramore",2017,51
"Parramore 2017 52",1.9394495,1.44933707,116.299799,116.299799,20.8811860947707,0.3591527,-6.73450661399822,105.700201,"Non-shrub","Parramore",2017,52
"Parramore 2017 53",2.08586145,1.35016934,122.299799,122.299799,21.9259929602573,0.15884465,-6.40356741351237,102.700201,"Non-shrub","Parramore",2017,53
"Parramore 2017 54",2.7668969,1.60741747,74.28169,74.28169,26.414133754525,0.73213787,-6.71325507685738,106.71831,"Non-shrub","Parramore",2017,54
"Parramore 2017 55",1.83604355,1.81368351,62.507042,62.507042,33.5458902646557,0.0223600400000001,-12.5445875695883,100.492958,"Non-shrub","Parramore",2017,55
"Parramore 2017 56",2.21735691,1.81633433,53.696177,53.696177,31.350811450898,0.40102258,-10.4242687948876,101.303823,"Non-shrub","Parramore",2017,56
"Parramore 2017 57",2.10033984,1.69923449,115.28169,115.28169,30.221426467321,0.40110535,-5.00641065974849,102.71831,"Non-shrub","Parramore",2017,57
"Parramore 2017 58",1.93634443,1.70824021,171.470825,171.470825,34.3990743069957,0.22810422,-1.82621448653909,101.529175,"Shrub","Parramore",2017,58
"Parramore 2017 59",2.02902567,1.73161155,172.28169,172.28169,31.2549395436622,0.29741412,-3.68436373511991,99.71831,"Shrub","Parramore",2017,59
"Parramore 2017 60",1.96728457,1.96728457,201.885312,201.885312,23.1562460095793,-0.16535374,-3.1845336617705,97.114688,"Shrub","Parramore",2017,60
